香港,#genre#
SPOTV,http://sedum.notessedum.com/e82225014b7698ba2f4879f5c15ee596/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/b0b1211cd7b957b0e89a9605e16be78b/index.m3u8
beIN Sports 2,http://sedum.notessedum.com/d5e94e6de214d2a55aa394b75281e068/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/9aea6cc931e31c0dbb50f540714f2579/index.m3u8
beIN Sports,http://sedum.notessedum.com/88b66c3c69e085e88ba7bad70815eb08/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/fe7c4580a24c268522afef47ae4293b1/index.m3u8
beIN Sports,http://sedum.notessedum.com/2e4716b26490d2d1e1780942c061456f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e3fc5dd08897565ca2625853babf4cb3/index.m3u8
beIN Sports 3,http://sedum.notessedum.com/37dd59ee87d03cc7f8ac50cfc6010f1d/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/fbd5e30b168c78b59a14cd5484d5d658/index.m3u8
Eurosport,http://sedum.notessedum.com/02813089ea54879e6a0fb9d86d218a9f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/695534924e6e720852c4911721d41aed/index.m3u8
Eurosport,http://sedum.notessedum.com/c2a8c8c0ee07ed9d8110bb5d413b8bd0/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/20f153e05464b02add99086192a95941/index.m3u8
WWE Network,http://sedum.notessedum.com/474d1f89a34b5231d9ea7b786ba075aa/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/f5a7eaf6c59f3e8b7dc35944de6a0911/index.m3u8
Golf Channel,http://sedum.notessedum.com/04871830b9747e05722e6ae3779fa255/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/1663ca3007014b02eaa4fd4bad1a9f2d/index.m3u8
Premier Sports,http://sedum.notessedum.com/5609f2030a35ed039838bed04bbc497c/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/08306c4217866a8cc13b7f96bd9cbf23/index.m3u8
Astro Cricket,http://sedum.notessedum.com/2d8aece2162e5f0d2d91d13146b4ad4e/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/dd8a390a0a0812711aae2dbdd091a3e6/index.m3u8
Astro Cricket Plus,http://sedum.notessedum.com/2d8aece2162e5f0d2d91d13146b4ad4e/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/dd8a390a0a0812711aae2dbdd091a3e6/index.m3u8
Unifi Sport 1,http://sedum.notessedum.com/473b81d842a8c68eb3197f54f0227600/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/59e85a7abe6a7195c221c75238efe402/index.m3u8
大陸,#genre#
CCTV-1,http://sedum.notessedum.com/16d0b02b2096ad6f762863ff4ab54d40/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/1c73f3d72196e460d3c0f21b300ec0bf/index.m3u8
CCTV-2,http://sedum.notessedum.com/e3c9471fd871ba45a40ae89e5843112b/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/99e99af3f0455c60da30d500337b6a22/index.m3u8
CCTV-3,http://sedum.notessedum.com/cbd5e695126d0759b92c247107e1a0e3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e08e84723ed42571849187509a315038/index.m3u8
CCTV-3,http://sedum.notessedum.com/34872e0264d82e96a2e2f9890c6ecf7a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7d42c91ec9cb7b23c9de82a0820421d6/index.m3u8
CCTV-4,http://sedum.notessedum.com/7d5de91114d2292378136203beec9667/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3504f1920bb6ec70cb7a3369c79c30ef/index.m3u8
CCTV-5,http://sedum.notessedum.com/d895695de44a142fc59747a5b9ad4cbb/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/999c837a4c53a68e9cf806384d9488e6/index.m3u8
CCTV-6,http://sedum.notessedum.com/7a560b008179a9709d0003cd2009a999/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3333489d2505bbf9a2ea5cd978376d80/index.m3u8
CCTV-7,http://sedum.notessedum.com/3a7f435db16d8d39b0356b3c9b818887/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/dc55791a7d113dc309276a034ffa0bb3/index.m3u8
CCTV-8,http://sedum.notessedum.com/0df72b3401a93cda8ab2bb97b44eac7e/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/331364e68f18453edbdd1331c2385cc2/index.m3u8
CCTV-9,http://sedum.notessedum.com/96a75a55c92a84a9e0686ceb68d97aba/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/5e1890f759b9a103b37d9e40693b35dc/index.m3u8
CCTV-10,http://sedum.notessedum.com/0f18e674888041d6d67778bc57e28ebc/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/ac396dd0e4fa88b5ae317bb077d496bd/index.m3u8
CCTV-11,http://sedum.notessedum.com/f97e1b6dba099cead3a1fc37e57e7fc3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/1e921c21a5e0285734a6b29152b8ddab/index.m3u8
CCTV-12,http://sedum.notessedum.com/224e65c272193d3c59100b4ebd1edd7a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/b957bfaef29b6526b98ea5f42e7733f7/index.m3u8
CCTV-13,http://sedum.notessedum.com/0d1cbcbd73a79dcee8e480413600860e/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e00d41f7487f05b67dbb1e2346b66d94/index.m3u8
CCTV-14,http://sedum.notessedum.com/ad73942b5bca92b16ab49cb36b87e4cf/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/ae1c80c85517ac3844844df8e86da35a/index.m3u8
CCTV-15,http://sedum.notessedum.com/6149310ba96289dbed046875362cd0af/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/6f8a95b5d2a68be7a758e34b44aa1867/index.m3u8
CCTV-16,http://sedum.notessedum.com/c545779d4fe597e886c0e3f2958006bd/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a7ffab28fcf1290a4629ebeaea91bd1d/index.m3u8
CCTV-17,http://sedum.notessedum.com/bd935e7823b59cbcd8a027d7b7be5bba/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/b6cdaa39920844c504b777ecb13df127/index.m3u8
CCTV-5+,http://sedum.notessedum.com/a50b21da333d8fbc9bf7f0fb7b4c6969/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e6c7c2abdfc6d118c20869cd22292f82/index.m3u8
北京衛視,http://sedum.notessedum.com/785fbbd269c6f4077a0ece5ac5e7862f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/09ae96fd83c6f1cb37d52281811a6321/index.m3u8
天津衛視,http://sedum.notessedum.com/a9324ee4cdb208f8a2078b863c4122c3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/6d9dd33e218968fb3114a20b18b5812e/index.m3u8
東方衛視,http://sedum.notessedum.com/bf02fbc65d48f53edf863f80a0a06433/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a395bd1b286d6fb7d8e1fbb0eaa8eeff/index.m3u8
五星體育,http://sedum.notessedum.com/1aaae71f52ddba2f7f4992f6a1df91a6/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a4a4f74b02f6d270bf8cc17e6db9296c/index.m3u8
東方影視,http://sedum.notessedum.com/48f3c4ef94a4e5c245099178863b1e48/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c9136df658845859e4f1345fcfded035/index.m3u8
江蘇衛視,http://sedum.notessedum.com/a5f0bcdb6d7bba61336170b7c957ae00/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/fee98d1c326e9d359ef906a4582f8288/index.m3u8
浙江衛視,http://sedum.notessedum.com/bf6a547e8f74f501c0018d94fd8b7899/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/f307f932467192ba77392bf1b7b9f369/index.m3u8
江西衛視,http://sedum.notessedum.com/4c3b4ae19d0adbc9729fd78531f43124/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c5e277c7fb186027c25fa8b8762828d7/index.m3u8
湖北衛視,http://sedum.notessedum.com/2c3ed12e225ea4a7fdba059bec9ff6d1/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/b54f1e023200722ca5bdee4f55466ced/index.m3u8
湖南衛視,http://sedum.notessedum.com/460ecc3392c7cd63b0182ef042458f8b/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/afcbc059880895abb7425feb131671b0/index.m3u8
廣東衛視,http://sedum.notessedum.com/9b1ae2d7c19616a993ffdd90f2b64c24/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3b405779d11f0cd8da149f7c3bdc0d02/index.m3u8
深圳衛視,http://sedum.notessedum.com/05190c85b3ce29604d560f664d61f5d4/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/44d26fd2469b924a84ac77f6f1bea35c/index.m3u8
廣西衛視,http://sedum.notessedum.com/41e437eec6982cfc5c22e5e8dc676e80/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/f45216a0966cc8b4ee142fbc6ff1f89f/index.m3u8
貴州衛視,http://sedum.notessedum.com/787f4507c836e3274fbc9131a73cf8fe/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/35e06ed7eef9bc5450da74b38344a090/index.m3u8
翡翠台,http://sedum.notessedum.com/eb8d8a74d5f3876f7ff08f2d6a61beb3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/0e111440d8a49f6519266fe9ae22957c/index.m3u8
廣東體育,http://sedum.notessedum.com/c670619603831af8b1b1fa490ae95e90/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/999542f3fcf421bf3850e236fe75d031/index.m3u8
大灣區衛視,http://sedum.notessedum.com/d57cd9245da5d049dd280e93c0daf2a3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c7707cc7b036cf5c4e1cccd83bcfb758/index.m3u8
廣東珠江,http://sedum.notessedum.com/4bc5d0d96542c47e8afe1e94606a37de/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7388ddfddd312b443c5bb8273a763871/index.m3u8
日本,#genre#
BSテレビ東京,http://sedum.notessedum.com/af07375944940b35c6bc4ee05d51b9a0/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e03490f68587cc48fd44aee3537186d3/index.m3u8
時代劇専門チャンネル,http://sedum.notessedum.com/0a65aa033e6de43f497add75e8e60e96/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/8ccc65dfc66769bcf43b7d2c47b1c289/index.m3u8
KANSAI News24,http://sedum.notessedum.com/1f6aa7bdef891e0188539b4934456236/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/ac2bead5ad003e12d4810e78c176ee95/index.m3u8
読売テレビ,http://sedum.notessedum.com/5b754012072284f9a689edfcdb9ce486/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/846201496dad21ad13df193acbf15753/index.m3u8
毎日放送,http://sedum.notessedum.com/5b84994ad94c1fcfffa2958c134d1190/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/35544b802286d277552036480f5ee05c/index.m3u8
FU JI,http://sedum.notessedum.com/9dba1bd873b971c1b07f3b6e696ee2b8/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/24e8e3e9fb35d309258bbb30507bd34a/index.m3u8
日本テレビ,http://sedum.notessedum.com/1437cf5fda74ca5b6edf099ceb523636/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/be9e649600189c40890ae26a6dc618db/index.m3u8
サンテレビ,http://sedum.notessedum.com/3bc80d5f78607635e007999cb88b3b20/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/250375503e0e1cb32324a8679c62cfe4/index.m3u8
BS日テレ,http://sedum.notessedum.com/da9f0161dfcdb8df17e77d61ef5629e7/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/9c1f7592aef9a01182539456a7347508/index.m3u8
BS朝日,http://sedum.notessedum.com/515ecc26bc0583b120c2437a2acf32c2/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/96e8db8e4422d3da19c46f5c7652d1ff/index.m3u8
メ～テレNEWS,http://sedum.notessedum.com/e2c7b5563967f4b1ff38419b88a1477e/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/d08f9c2734fcc96f0ad9398243a51615/index.m3u8
日テレニュース24,http://sedum.notessedum.com/763283251511dafdba147d91019a7979/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/24c7444f8d32d7cad548203b0b6db41a/index.m3u8
BS-TBS,http://sedum.notessedum.com/be2642d9e649d785aa0fc8730c53da01/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/84c3d4a20eab56d03f20bb4f7d071789/index.m3u8
ゴルフネットワーク,http://sedum.notessedum.com/af9911b814872a9071efa5d31000fce6/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7beb52672851815fc559482a43decb47/index.m3u8
BSフジ,http://sedum.notessedum.com/5f2b033e244c01121f2ed88922f8264a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/711367d83c4e1d959ec2fb6c356de7d1/index.m3u8
HTB北海道,http://sedum.notessedum.com/6adc5e4b9a5d08813ef591692ca4aae9/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/d7782539423d62692ac0843d937ab922/index.m3u8
GAORA SPORTS,http://sedum.notessedum.com/602a9d07649c55c21a0597a01d5611bc/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/901f23625d3c17c4b45e3211efca66a9/index.m3u8
TV Tokyo,http://sedum.notessedum.com/4f5d6e9624f6f4fc9c0af1c7d2792907/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7d0f8354dd809818ed9970fa1c9d119f/index.m3u8
TBS,http://sedum.notessedum.com/f1f7e1765ec1abff46b2d52fe8023d6a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c08443aca6265f5d2dbeba550e565286/index.m3u8
大阪TV,http://sedum.notessedum.com/d0cb15f077ed27513c0cf44b4d5e58f0/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/33a39510c9230de372878b905d67cebd/index.m3u8
ABC朝日,http://sedum.notessedum.com/c8559bf6a8023482742d576fda5f01a6/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/54c16ce354a0d09656479e9931d4e75a/index.m3u8
STV NEWS,http://sedum.notessedum.com/9bbe42fafd00b48521092f12bcdf814e/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/dc04ad2f403e0863afdb0fcf620df589/index.m3u8
WOWOWプライム,http://sedum.notessedum.com/0cefc8ef1b2bb43dc84f611bcee59489/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/299d3b723e5d6489f366de17b30e4d26/index.m3u8
WOWOWライブ,http://sedum.notessedum.com/e7e6ab74838b36511413b328c6c435be/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/83005808bbbcff750c2d342500cff86b/index.m3u8
WOWOWシネマ,http://sedum.notessedum.com/56a89316d104b094c63aeae3503e9b06/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/82802f615296922bbd6f900a20a1d9d3/index.m3u8
スターチャンネル1,http://sedum.notessedum.com/6fa57fafdf3d2cc0f93e743574d23f03/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3e5a3663d7778755ba8dfb2cefbb869b/index.m3u8
スターチャンネル2,http://sedum.notessedum.com/6180f1c2a0e87dc746ac2e70df7957e9/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/9b63afded8771209a94ab67346156928/index.m3u8
スターチャンネル3,http://sedum.notessedum.com/7ef7e2dccd1b295907d43ad33f0ac2d2/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/b2bece985176667640d24168a6cc6e5f/index.m3u8
アニマックス,http://sedum.notessedum.com/261c7b94fcb25fa829473615f5e72d72/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/15147edbeac9f0b4eb54bbbe029b3183/index.m3u8
グリーンチャンネル,http://sedum.notessedum.com/e355c1613c070a9c4cba7de740c6998a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/8af3958aa4963b87f9002307693557ef/index.m3u8
Disney チャンネル,http://sedum.notessedum.com/32d8fe2700e49794b023bec4e8f8640a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/17bc094a91c2f0e66c869f1aa77dee8b/index.m3u8
スカイA,http://sedum.notessedum.com/52db91143530a0aa09a037605fba0989/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/63a3e925bfae672b71e70ac2b6672cbe/index.m3u8
ANN/テレ朝,http://sedum.notessedum.com/e908237773610a13ff4f90b4496fc0d3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/321088c0410dc667c1c5df5a61706b85/index.m3u8
キッズステーション,http://sedum.notessedum.com/60b0b4954511d1d33c9cc6e56e5239b0/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/103a052a450c980eb4d607b2a4b58156/index.m3u8
MUSIC ON! TV,http://sedum.notessedum.com/7cf5075351d64c47933fdfe96c747063/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/661cdf0cac42d922242f6071b7aa3899/index.m3u8
日テレG＋,http://sedum.notessedum.com/a63e09c077fbce478c97914cb739a604/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a407e204cb4365dba4a028ff7e0f5654/index.m3u8
テレビ朝日,http://sedum.notessedum.com/944b69b74f26d0caebfa1d0de4a852c1/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/d94a9652cb4b044442cf271e8cbb0faa/index.m3u8
旅チャンネル,http://sedum.notessedum.com/88929f558ae2ccb8ec6a8f08554c1e1c/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/8914c8f0497c880dbaa0bf29ee5f40c9/index.m3u8
広島ニュース,http://sedum.notessedum.com/295adfea94dfdf77b597a096de8efc50/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/994547d54feafbd39310c290f4711ec2/index.m3u8
静岡ニュース,http://sedum.notessedum.com/d121816679e4d621557399a13810ef64/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/670ba3f480e14e97238de3df6f0e35d0/index.m3u8
TBS NEWS,http://sedum.notessedum.com/4146c64c1490d2c5f99f32cde991b4ce/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/fb042d8c094ede9e309d6d15d3603f70/index.m3u8
カートゥーンネットワーク,http://sedum.notessedum.com/d4de22e0de49313d9896f3bcec8224e2/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/1828b0dd3dd2f8ce55a36036e9de69d6/index.m3u8
SATVニュース,http://sedum.notessedum.com/14b32bf8fd3010b4820b98b52293278b/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/fcdc2d910739d78cb0db317f2dd76537/index.m3u8
いつでも静岡,http://sedum.notessedum.com/88205f5d8bbf20d839d3186e36344ea1/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/390017ae4e5a082f8d3650e324d7bbfb/index.m3u8
TBS,http://sedum.notessedum.com/b236383645fcef7d68bcc7dec4d2854f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/64a0b47156ad6da1d4866bb8f1e02472/index.m3u8
テレビ東京,http://sedum.notessedum.com/8ae811be82ef397283c78f4d24467bb1/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/4e1d2e2a8464e535ab0c4921552a32e1/index.m3u8
フジテレビ,http://sedum.notessedum.com/95d93b96d8475d8b60265cff3c0dabd7/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/1b713a1354b402b8fb946ce88242e4d3/index.m3u8
TOKYO MX 1,http://sedum.notessedum.com/adebdc8d4ca782478ce4fa23ccba99b0/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/b47008b823a48773a6889e068cc31e8c/index.m3u8
TOKYO MX 2,http://sedum.notessedum.com/fb5220d3951839c0805ac92d793d8a04/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/1c6e0bc79ff38deea38cf4220ff8e3a8/index.m3u8
テレ朝チャンネル2,http://sedum.notessedum.com/f84edf0b6f7b92dcfe3ca7b2ab583a90/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/f747c41b82aede8079527da31a52d576/index.m3u8
関西テレビ,http://sedum.notessedum.com/14707785f450b44c9ab6a45ba0ac5274/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/d7f7f1385fe59ba806db476eec53b778/index.m3u8
BSスカパー,http://sedum.notessedum.com/b18240f20ea3fb97858e252e3e1cc123/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/cc9c86f6354c00a4bf31617a700d0e6e/index.m3u8
BS日本映画専門Ch,http://sedum.notessedum.com/9ac32b29ccd86d12106d6007edc314c7/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3199a7c9a4a766c471e95bfc7920eb02/index.m3u8
NHK BS Premium,http://sedum.notessedum.com/c16a5616f565570cbd1da1f53253fed3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/d3bf37864fb08b0fe7cc55a847fc7fb5/index.m3u8
スポーツライブ＋,http://sedum.notessedum.com/70dff08be457f00a1972571e79328446/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/0705d930fbfad07c2ac090ff63a24171/index.m3u8
衛星劇場,http://sedum.notessedum.com/d388e5848e4ac7c8bb10469d1b6ea91d/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7a1085a2127d37a61cfda4512de50875/index.m3u8
テレ朝チャンネル1,http://sedum.notessedum.com/dc976df87602efcb97f630c56ec61bbd/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/9511e473bb81a67e29a7a382dfa6b819/index.m3u8
日テレG+,http://sedum.notessedum.com/b372d3a41d5354ad512945329ea059d6/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/0852805ddffab2f90b2041fdd311385e/index.m3u8
フジone,http://sedum.notessedum.com/221d19610b5fb2b21ceed4af98806211/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3e9bbc11a19e912280e5a423d2d23426/index.m3u8
フジ two,http://sedum.notessedum.com/b6a53a6fcf511a151bc37b4cf3dd34c9/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/cbeff052cc78a60059b4e5182bff97db/index.m3u8
フジ next,http://sedum.notessedum.com/32e3a2596cc514bfca5e3d78e8cab437/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c4ae344e57abc3f74227e21d623efdce/index.m3u8
RKB NEWS 24,http://sedum.notessedum.com/0256d2bb896a018b4a85bf4e26788229/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/5d74cd9ed1fca9892e78a952d0ef2b1a/index.m3u8
JapaNews24,http://sedum.notessedum.com/c29aeded594c1e5d6b1d9f62b8a3c7f4/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/61912479316df39af1d34f2f2c00bbfc/index.m3u8
NHK News,http://sedum.notessedum.com/1f61620472d217c707624dce1a2b956c/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/075010334560a4dfd5451288179308e0/index.m3u8
時代劇専門チャンネル,http://sedum.notessedum.com/0ed45f7f7bcf67a3b04f5dde390b61aa/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a5cd83f93b7a76fb15b3dcaf4651742b/index.m3u8
日本映画専門チャンネルHD,http://sedum.notessedum.com/2d3e086f095fd5bbcb3c531119beea16/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a94dc4ff171555f9598acce877b23274/index.m3u8
日本テレビ,http://sedum.notessedum.com/119f5a8d995dffd36266266a40a83717/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/34aef8d1944e8c27fc656f5bf6e508c3/index.m3u8
日テレG,http://sedum.notessedum.com/fc1eba3a70ee9df01b14a443d1758f76/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/be33ee0108ab359733e91b7438df9722/index.m3u8
関西テレビ,http://sedum.notessedum.com/4af1f3cb6265a94506730f52dc065791/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/44a7fbd59f6ee80284841c66eaf7e07c/index.m3u8
読売テレビ,http://sedum.notessedum.com/26d838b289eaf4995f19bb7ba74ceedf/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/b6991b99cfb1eb9024073872574f02ad/index.m3u8
東映チャンネル,http://sedum.notessedum.com/2eaf813f5f9a929c5a63210e5084abfb/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3d8d3f776c154ecb1020394b2b5eb915/index.m3u8
ホームドラマ,http://sedum.notessedum.com/564f2bacf4949261fff60edf7d596517/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/85e9a6b1df7d01e39dc14538532912c8/index.m3u8
フジテレビ,http://sedum.notessedum.com/56b42e5d428323f45d3512e595a30f95/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/686adb910be038f7692c67a09738921f/index.m3u8
ファミリー劇場,http://sedum.notessedum.com/704750cff7d26e63a6065b7b81fb564f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/9b32bfeb78ef5de976e9c24de5dd2d10/index.m3u8
テレビ東京,http://sedum.notessedum.com/6610d9446b28c9ee314bfafeecbe6311/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/717f01b45dfbd583d8734f7518260128/index.m3u8
テレビ大阪,http://sedum.notessedum.com/88c86782cb96a4855d5e1fcce5a73996/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/412883057a7b4dc483d022fa6bb546cd/index.m3u8
テレビ朝日,http://sedum.notessedum.com/3e56effa9b80503dc7052ab322d36915/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/0f3b662ab30378dd5fb5ddd46df24a50/index.m3u8
